id,family,length,theta_global,delta_norm_pred,delta_theta_1,delta_theta_2,delta_theta_3,delta_theta_4
RNaseP-nuclear-S.cerevisiae,RNaseP,369,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034260429441928864,0.02079271525144577,0.0183713436126709,0.019943732768297195,0.002486206591129303
RNaseP-a_bacterial-C.pneumoniae-AR39,RNaseP,406,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03432590886950493,0.014197353273630142,0.023712605237960815,0.020224135369062424,0.002323772758245468
RNaseP-a_bacterial-C.hydrogenoformans,RNaseP,331,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.035107456147670746,0.025045644491910934,0.014687296003103256,0.0194769948720932,0.0031904708594083786
RNaseP-archaea-M.barkeri,RNaseP,371,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.034686148166656494,0.022189108654856682,0.017407238483428955,0.020083200186491013,0.002103688195347786
RNaseP-archaea-A.fulgidus,RNaseP,229,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03770659118890762,0.031554870307445526,0.008305305615067482,0.017876215279102325,0.006126992404460907
telomerase-AF221912.98-564,telomerase,467,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.037821173667907715,0.025491494685411453,0.016674969345331192,0.022258464246988297,-0.0026704072952270508
telomerase-AF221921.98-548,telomerase,451,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03759664669632912,0.025788798928260803,0.0161911491304636,0.021956035867333412,-0.0020554661750793457
telomerase-U85256.1-451,telomerase,451,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03783676028251648,0.026333145797252655,0.01580209657549858,0.021994639188051224,-0.0021715257316827774
telomerase-AF221917.99-542,telomerase,444,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03741912916302681,0.025722024962306023,0.016120165586471558,0.021809764206409454,-0.0017444584518671036
telomerase-AF221930.94-546,telomerase,453,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.037984833121299744,0.02656511589884758,0.01567022129893303,0.022051528096199036,-0.002305777743458748
telomerase-AF221916.94-481,telomerase,388,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03595278784632683,0.0248489361256361,0.015794511884450912,0.020615555346012115,0.0008158553391695023
telomerase-AF221935.112-602,telomerase,491,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03697488456964493,0.0212276428937912,0.020129408687353134,0.022441357374191284,-0.0027788039296865463
telomerase-AF221929.92-517,telomerase,426,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03742154687643051,0.026548275724053383,0.015224382281303406,0.02150440774857998,-0.0011575017124414444
telomerase-AF221925.98-540,telomerase,443,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.038436442613601685,0.02792852371931076,0.014526189304888248,0.021946020424365997,-0.00217251293361187
telomerase-AF221926.103-507,telomerase,405,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.0353853777050972,0.022396497428417206,0.017835594713687897,0.020785368978977203,0.0006180144846439362
telomerase-AC121792.109554-109950,telomerase,397,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03734259679913521,0.027508970350027084,0.01404596772044897,0.020986171439290047,-0.00013285689055919647
telomerase-AF221914.112-589,telomerase,478,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03688095882534981,0.022071417421102524,0.019305890426039696,0.022238340228796005,-0.0024075601249933243
telomerase-AY058901.1-397,telomerase,397,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03697500005364418,0.026766903698444366,0.01457633450627327,0.020933546125888824,2.535991370677948e-05
telomerase-AF221918.97-547,telomerase,451,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03808750584721565,0.026877492666244507,0.015413042157888412,0.022033240646123886,-0.0022875871509313583
telomerase-AY312571.605-1069,telomerase,465,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.04032197222113609,0.030544815585017204,0.013029368594288826,0.022576387971639633,-0.0036630425602197647
telomerase-AF221906.96-545,telomerase,450,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03761861100792885,0.025888867676258087,0.01610267162322998,0.02194291353225708,-0.0020344052463769913
telomerase-AF221908.136-584,telomerase,449,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03620663285255432,0.022052498534321785,0.01882762275636196,0.021650632843375206,-0.0011740531772375107
telomerase-AF221939.99-544,telomerase,446,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.037375956773757935,0.02552175708115101,0.016297217458486557,0.02183600142598152,-0.0017865505069494247
telomerase-AF221920.99-541,telomerase,443,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03734618052840233,0.02560097724199295,0.01618972048163414,0.021780960261821747,-0.0016762521117925644
telomerase-AF221927.113-556,telomerase,444,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03640914708375931,0.023067962378263474,0.018017064779996872,0.021621547639369965,-0.0011785812675952911
telomerase-AF221910.112-554,telomerase,443,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03601156547665596,0.02183256857097149,0.018883060663938522,0.021513719111680984,-0.0008727852255105972
telomerase-AF221931.99-541,telomerase,443,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03753891959786415,0.026044318452477455,0.015872858464717865,0.021812399849295616,-0.001770777627825737
telomerase-AF221924.105-538,telomerase,434,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03882645443081856,0.029006052762269974,0.01360343862324953,0.02184046059846878,-0.002020692452788353
telomerase-AF221934.121-565,telomerase,445,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.036329396069049835,0.022752955555915833,0.018259162083268166,0.02161942794919014,-0.0011538155376911163
telomerase-AF147806.247-692,telomerase,446,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.039085619151592255,0.029044639319181442,0.013779359869658947,0.022085830569267273,-0.002537669613957405
telomerase-AF221911.104-513,telomerase,410,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03890717029571533,0.02994147501885891,0.012527878396213055,0.021421529352664948,-0.0012026391923427582
telomerase-AF221909.98-496,telomerase,399,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03630051016807556,0.025197239592671394,0.015732113271951675,0.020862670615315437,0.00027523934841156006
telomerase-AF221936.98-540,telomerase,443,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03734618052840233,0.02560097724199295,0.01618972048163414,0.021780960261821747,-0.0016762521117925644
telomerase-AF221940.103-499,telomerase,397,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03570811450481415,0.023798633366823196,0.016697801649570465,0.020723048597574234,0.0006582289934158325
telomerase-AF221923.106-554,telomerase,449,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03705429658293724,0.024567650631070137,0.017030006274580956,0.021828997880220413,-0.0017103124409914017
telomerase-AF221928.95-476,telomerase,382,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.036966294050216675,0.027283890172839165,0.013952462002635002,0.02066691592335701,0.0005510691553354263
telomerase-AF221937.99-545,telomerase,447,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03754289075732231,0.025861486792564392,0.016071364283561707,0.021880313754081726,-0.0019013788551092148
telomerase-AF221932.102-549,telomerase,448,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03776237368583679,0.026309171691536903,0.01576835662126541,0.02193228155374527,-0.0020392276346683502
telomerase-AF221913.109-520,telomerase,412,"[-0.4995006322860718, -0.05748400464653969, -0.0700346976518631, -0.018987152725458145]",0.03462795913219452,0.018391717225313187,0.020816581323742867,0.020642902702093124,0.0011751111596822739
